id	title	description	publishedAt	defaultLanguage	country	viewCount	subscriberCount	videoCount
UCq6NBOVfJ3UG2oGojL44E6w	Supertalent	"Supertalent gledajte svake nedjelje u 20:15 na Novoj TV! Supertalent je nagrađivani globalni hit koji ruši rekorde gledanosti u cijelom svijetu. Postao je jedan od najuspješnijih brendova na svijetu i još raste. ‘Got Talent’ format emitira se u više od 50 teritorija u svijetu, a broj i dalje raste. Show predstavlja plesače, pjevače, komičare, mađioničare, iluzioniste i druge zanimljive talentirane izvođače svih uzrasta. Gdje god je show prikazan, osvaja srca gledatelja. 2014. godine, show je ušao i u Guinnessovu knjigu rekorda kao najuspješniji talent show na svijetu. Ovaj iznimno atraktivni i zabavni show se od prve do zadnje emisije odvija pred publikom i za publiku. Licencni show naziva ‘Got talent’, jedan je od svjetski najpopularnijih TV formata, autora Simona Cowella i Kena Warwicka, u produkciji FremantleMedia. Preko 500 milijuna gledatelja uživalo je u Supertalent formatu diljem svijeta, od prvog emitiranja ‘Britain’s Got Talent’ 2006. godine."	2016-03-02T14:30:08Z		HR	425323882	696000	773
UC178kThBUvGNps5cabRP_2Q	"The Dark Den"	"Hey hey hey! I'm Petko and I welcome you to my Youtube channel."	2014-12-20T17:54:32Z		HR	100054995	606000	618
UCoAVMy_9E_n75aZXbotfVjw	HCL.hr	"HCL Gaming Portal: http://www.hcl.hr HCL SHOP: https://shop.hcl.hr/ Pridruži nam se na HCL Discord serveru: https://discordapp.com/invite/gkajsxu Facebook: http://www.facebook.com/HCLgaming Instagram: https://www.instagram.com/hcl.hr Twitter: http://www.twitter.com/hclhr Steam grupa: http://steamcommunity.com/groups/hcl"	2010-08-04T11:26:58Z		HR	245290142	566000	2552
UCPdk3JuQGxOCMlZLLt4drhw	"Binkov's Battlegrounds"	"Ever wondered how any given two countries would fare in a war? Or how certain weapon systems fared against each other? Or simply how missiles or stealth or anything military related actually works? Binkov's Battlegrounds gives you those answers! Watch our informative, thoroughly researched videos and find out more!"	2016-06-29T17:02:37Z		HR	149146230	696000	220
UC7rKXbrA7eVxMJswULkejcQ	TheSikrt	"Ja sam Filip Dejanović. Na YouTubeu sam od 2011. Dobrodošli na moj kanal! PRETPLATITE SE, NIŠTA VAS NE KOŠTA! ☺ KONTAKT: dejanovi.filip@gmail.com INSTAGRAM- Filip.Dejanovic.39 HVALA STA POMAZETE KANALU DA RASTE! ❤"	2011-10-11T13:54:08Z		HR	126812812	523000	353
UCT1xv_rVS0bvk8ZSz7AKqDw	Nugato	"Hello! I'm Ilija also known as Nugato. I hope that you like my content and please don't take me too seriously. Instagram : https://www.instagram.com/ilijaravlic Facebook : https://www.facebook.com/Nugatoo Business inquiries: nugatobusiness@gmail.com Youtube partner with: EMDC Network http://www.emdcnetwork.com info@emdcnetwork.com Facebook: https://www.facebook.com/"	2013-01-22T23:32:54Z		HR	96934593	548000	975
UC8XAvvzpdg8LJnpqgQrvfxg	Folli	"Minecraft build guides :) For business purposes, email is linked below. Appologies in advance if I don't manage to reply."	2015-08-11T11:56:24Z		HR	56375002	572000	74
UCe1owj2H10TXrB3TOFmtV0w	"CbyS Paracord and More"	"Welcome to CbyS Paracord and More! We love connecting different materials in one original Unity. We have original designs to share of Bracelets, Necklaces,Knots and more! Many designs are presented in video tutorials on our YouTube channel. Considering provided instructions in our video tutorials, we need to inform you that some of the tools we work with are sharp or potentially harmful. By that we mean tools like knives, scissors,lighters, hot glue and parts in a smaller size (beads, buckles). This channel is not recommended for Children and inexperienced persons. CBYS If you find that any of videos are not properly giving credit where it's due, please let us know!"	2015-12-24T06:15:29Z		HR	86940181	563000	638
UCbzmcyoz_CzJJgHonmkJ23g	"NOVA TV"	"Službeni YouTube kanal Nova TV grupe. Nova TV je prva hrvatska komercijalna televizija s nacionalnom koncesijom, od 2018. u vlasništvu je medijske kompanije Slovenia Broadband, koja je dio vodećeg svjetskog investicijskog fonda KKR. "	2014-07-14T12:45:33Z		HR	387345218	593000	6679
UCMlJ8PqQvhwU1YatgxvHrtA	"Zakon Braće"	"Nekad armija nije, što je jedan brat. Mail: lazarevimatija7@gmail.com █ 22.09. Početak svega... ██ 1000 Subs ✔ 11.10.2016. ███ 5000 Subs ✔ 11.11.2016. ████ 10 000 Subs ✔ 24.11.2016. █████ 20 000 Subs ✔ 05.01.2017. ██████ 50 000 Subs ✔ 26.04.2017. ███████ 100 000 Subs ✔ 30.08.2017. ████████ 200 000 Subs ✔ 27.03.2018. ██████████ ███████████ 1 000 000 Subs - Loading..."	2016-09-22T09:37:08Z		HR	121538723	477000	579
UCgt45fhDQoQM5HLBd3VAqvQ	"DreamLand Sounds"	"Welcome to DreamLand Sounds, the home of the world’s best relaxing music. Tune into some of the best and beautiful music designed specially to help you relax daily. COPYRIGHT © & FAQ ✔ All videos were given a special license directly from the artists and the right holders. ✔ All music on DreamLand Sounds are copyrighted. Best wishes, DreamLand Sounds "	2013-05-24T21:05:00Z		US	144054	421000	34
UCRiCm3PH5riqxXZCHfbQxJQ	"Fire Bass Music "	"Welcome to Fire Bass Music 🔥 Music really been keeping me up and going for a long time, so I created Fire Bass Music, a channel where I promote Artists music after been giving permission to upload their song. Here you can enjoy hottest tracks of different genres like Club Dance, Bigroom,Melbourne Bounce,Progressive,Future Bass and Hands Up. Subscribe! Help us to 500,000. And don't forget to 🔔 turn on notifications because we upload very often upload ►Facebook:https://www.facebook.com/futurebassmix ►Instagram: https://www.instagram.com/futurebassmix/ ►Merch: https://bit.ly/2MYvWoz ✔ Want to get featured? Submit your track: Email: futurebassmix@gmail.com"	2012-12-12T21:19:30Z	en	HR	199340976	428000	2979
