id	title	description	publishedAt	defaultLanguage	country	viewCount	subscriberCount	videoCount
UCQ4n-1k0Mg-Vgvn2JIJa1sw	MATKO	"MATKOTHEENGINE.COM Dobro došli! Moje ime je Matko. Družit ćemo se kroz centralnu emisiju kanala koja nosi ime 'The Engine' ali i kroz druge klipove kao što su vlogovi ili forfun klipovi vezani uz automobile. Trudit ću se biti što zanimljiviji i realniji u klipovima, sve što vidite je iskreno i bez glume. Ostanite sa mnom na putu ka vrhu regionalne automobilističke YouTube scene! Carvertical ambasador! Kupujete ili prodajete rabljeni automobil? - 20& POPUSTA ostvarite putem koda (matkotheengine) ili linka: https://www.carvertical.com/hr/landing/v3?b=19a2edae&a=matko&utm_source=infl&voucher=matkotheengine MediaCube Network Partner Instagram - matko.theengine Mail - matko.theengine@gmail.com "	2019-04-26T23:49:26Z		HR	6084554	29500	237
UCLvGhxceBJ4CnrASOzXX5AQ	"Sonja Kovač"	"BLOG - http://www.xoxosonja.com/ INSTAGRAM - https://www.instagram.com/xoxosonjakovac/ @xoxosonjakovac FACEBOOK - https://www.facebook.com/xoxosonja/ TWITTER - https://www.twitter.com/xoxosonjablog/ BLOGLOVIN - https://www.bloglovin.com/blogs/xoxo-sonja-14438459 PINTEREST - https://www.pinterest.com/XoxoSonjablog/ LINKEDIN - https://www.linkedin.com/in/sonja-kovac-3611782a SNAPCHAT - sonjakovac Email/Business - xoxosonja1@gmail.com"	2012-03-12T13:09:31Z		HR	2838277	27200	112
UCzkWSx21Zhkg1lQ3lu0MmKA	Delta	"Gaming channel about the simplicity and toxicity of a peculiar livestreamer from Croatia. The rest will be fulfilled in the future."	2015-03-29T02:54:14Z	hr	HR	2115097	24600	509
UCNqaiOIxg8brsTatVoGjx7Q	"Dario Žinić"	"- Osobni i online trener - Kinezioloski fakultet - Osnivac stranice Powerbuilding.hr - 3x drzavni prvak u bench pressu, 1x apsolutni - Ambasador brenda Myprotein.hr Pomazem ljudima da se osjecaju i izgledaju bolje uz znanstveno dokazane principe provedene na velikom broju klijenata."	2014-07-07T15:18:11Z		HR	2834055	26200	139
UCzm1ohiC0R5WbgVcYyXiYvw	"Žan Novosel"	"Žan Novosel / Fotokolor - Photo / Video Production. We are currently based in Čakovec - Croatia ( Europe ). We have been working for many clients (sport, action, music videos,..). Our main goal is to provide good ad's for small or medium company's, but also we have experience in music videos and any kind of events. We are available to travel worldwide also. Welcome to the world of perfect motion! CONTACT: 098/193-7784 zan.novosel@gmail.com"	2007-01-01T14:11:14Z		HR	12843983	23800	116
UC7PV2nijV7FbvHs7WPRzzkA	"Tech Watcher"	"All about Entertainment Tech - Showcases, Unboxing, reviews and so much more! So, go hit that Subscribe button."	2017-03-12T19:02:19Z		HR	18459361	33500	248
UCFRWLKxlAIUkMBFBFt68LEQ	zoranfun80music	"DISCO & POP MUSIC 80's90's"	2012-06-18T04:45:33Z		HR	16272037	31100	393
UCCb2UiZVlHjrYQXPYi6RSDw	JUHUHU	"Dobro došli na YT kanal JUHUHU! Na našem kanalu možete na jednome mjestu naći televizijske emisije za djecu u proizvodnji HRT-a. Namijenjene su djeci do 11 godina. Više sadržaja podražite na linku https://juhuhu.hrt.hr/ i u aplikaciji JUHUHU. Hvala!"	2019-11-13T11:27:21.406337Z		HR	49691861	86500	334
UCKJg845elAK-7mq3vr-ix0A	"DESTINO by Maja"	"Dobro došli na kanal Destino! Hvala vam od sveg srca što ste se zainteresirali upravo za moja čitanja🙏 Još veća mi je čast što dio svog slobodnog vremena provodite zajedno sa mnom,vjerujem da nije slučajnost. Vjerujem da ste upravo tu gdje i trebate biti u ovom trenutku. Kanal je osmišljen kao riznica pozitivne energije u koju ste uvijek dobrodošli, bez obzira kakvog ste trenutno raspoloženja- svi MI na kanalu ćemo se i dalje truditi da napredujemo bez obzira na izazove u našim životima- jer zajedno to i možemo,zajedno smo jači💪 Uživajte u osvrtima dnevnih i tjednih energija te upotrijebite njihovu raspoloživost u svoju korist. U svemu tome zadržite svoje JA i težite tome da vaše odluke i ostanu zaista vaše.U slučaju potrebe za privatnim tarot savjetovanjem, vezano za vašu specifičnu situaciju, slobodno me kontaktirate isključivo na mail adresu majatarot11@gmail.com. Sve najbolje od ♥️ LP,Maja "	2019-12-02T08:59:24.254294Z		HR	11355541	27800	1155
UC0fuQujLqC6AcYrkCSxKDfg	"Patricia Vodopija"	"Hello, welcome to my life! instagram: @patriciavodopija email: patricia.vodopija@gmail.com"	2013-10-07T05:36:18Z		HR	1054091	22700	54
UCsqWbe1Tp3ZkobTmcKqZmjg	"Hrvatski nogometni savez"	"Službeni YouTube kanal Hrvatskog nogometnog saveza | Official Croatian Football Federation YouTube page. Budi ponosan | Be Proud "	2012-08-31T17:16:10Z		HR	7955132	27200	619
UCr2bLjnW_4gsiozQ5dJIT0A	"ABA Liga j.t.d."	"The official YouTube Channel of ABA liga j.t.d.. We bring you the full match videos, match highlights, weekly ABA Magazine shows, the best plays of every round, interviews and more."	2015-10-19T11:54:22Z		HR	27975084	27800	8143
UC02JH-Y_eW97tHUS03CAKqg	"Zuhra i Tin - Ocat i sin"	"Zlatan Zuhrić Zuhra i Tin Sedlar imaju novu kazališnu predstavu (komedija) ""Ocat i sin"", a na ovom kanalu možete pratiti njihove videe i putovanja. Za više informacija - facebook page: https://www.facebook.com/Predstava-Ocat-i-sin-1260633294005975/ Zlatan Zuhrić Zuhra: https://www.facebook.com/zuhricz/ Tin Sedlar: https://www.facebook.com/tinsedlar88/"	2017-06-07T12:34:06Z		HR	6722357	24300	206
UCrEOvcbjiTS9weWxqY16FtA	"Ivana Plechinger"	"Inspiracija, motivacija, zahvalnost, radost, sreća, duhovnost, bolji život, sreća, sretna, ljepota, pozitiva, savjeti"	2012-03-16T09:16:43Z		HR	3257875	24800	253
UCm3cA4XD1FKMY5zDshpwcsA	"Oooh Boi"	"Nuts and bolts. Surfin digital. Diggin deep to bury out. To blurry out. To work it out. Repeat. Improve. Make things better even though not necessary. Eyes shut. Chin tucked in. Carry on."	2019-02-12T10:42:54Z		HR	1830592	28900	57
UCxWDBJEp9qPnLRDYVUtduWw	Meho	"Ovdje možete pronaći kako ja pokušavam igrati fifu i druge igrice :D PC spec: Intel i7-8700K @3.40 GHz GeForce® GTX 1080 Ti Gaming OC 11G 16 GB DDR4 RAM"	2015-02-23T06:51:08Z		HR	2980296	22800	263
UCoygYX3L4vBCR4T-EhafUTg	"Jutarnji list"	"Vijesti i zanimljivosti iz zemlje i svijeta pratite na našem kanalu kroz video reportaže, intervjue i druge formate."	2015-05-25T11:05:37Z		HR	45123927	26800	6487
UCuSpYVWowOyfzR1OeLVVxSA	"Martina Medur"	"Za poslovne upite - beautyandmesshr@gmail.com"	2012-10-23T10:08:55Z		HR	6700905	22700	48
								
UCBuMgg-1IpfWstBTBHbrToA	"Antonija Šola"	"Dobrodošli na moj službeni YT kanal ! Pretplatite se i uživajte u mojim pjesmama i videima ! Welcome , subscribe to my YT channel and enjoy my music videos ! Official ""Antonija Šola"" YT channel Službeni Youtube kanal Antonija Šola All rights reserved ©"	2009-07-17T19:59:32Z		HR	23003648	24500	62
UCsdHG80Q95c-KIP81xlzplA	LukaNizeticOfficial	"Službeni kanal Luke Nižetića"	2009-09-28T20:15:35Z		HR	27642492	24700	97
UCpUBzh1fE1G39skpUTzDF2Q	Slavko	"Cats & motorcycles"	2017-05-29T10:30:13Z		HR	2278250	23900	54
UCGYsN51SH-hbqKM2-L0MesA	"BAUHAUS Hrvatska"	"Dobrodošli na službenu stranicu YouTube kanala tvrtke BAUHAUS Hrvatska - vašeg specijalista za radionicu, kuću i vrt! Ovdje ćete naći promotivne video uratke i praktične video savjete o uređenju doma i vrta. Nadamo se da će vas praktični video savjeti inspirirati. "	2014-07-18T13:03:54Z		HR	7306362	30300	261
UCjOhC2NUSbZ4hVn-J03Gwzw	"Bila mama Kukunka, bio tata Taranta .official"	"This channel is dedicated to Zarko Roje (1921-1993), the author of lyrics for favorite children's song ""She was mommy Kukunka,he was daddy Taranta"".He was also the author of numerous popular songs from 1950s and 1960s: ""Kucica u cvijecu"", ""Vera"", ""Tuga jeseni"", ""Kise"", ""Ehlimana"", ""Ljubav treba cekati""... We, his family, have been trying to keep his author's work and to continue it in some way. Kanal posvećen pokojnom skladatelju Žarku Roje (1921-1993), autoru popularnih ""Kućica u cvijeću"", ""Vera"", ""Tuga jeseni"", ""Ehlimana"", ""Ljubav treba čekati"", ""Ajme Mandina"" i mnogih drugih te autoru teksta vrlo popularne dječje pjesmice ""Bila mama Kukunka,bio tata Taranta"". Svi postavljeni video i audio zapisi na kanalu su u vlasništvu izdavačkih i televizijskih kuća,autora i izvodjača. U njihovo ime će sva zaštićena muzika biti uklanjana sa ostalih YouTube kanala. Izuzetak su kanali koji dobiju specijalne dozvole od vlasnika snimaka. http://www.youtube.com/t/copyright_education/"	2009-05-13T21:26:52Z		HR	11705665	26200	142
UC-UH31DUlvehVqc_-jmD6Iw	Galactico97	"Dobrodošli na kanal Galactico97! Na ovom kanalu pronađite najtočnije i najbrže vijesti iz svijeta Balkanske YT scene. Ciljevi kanala: *50 pretplatnika - 21.4.2020. - 10 000 pregleda - 22.4.2020 *100 pretplatnika - 23.4.2020. - 100 000 pregleda - 28.4.2020. *500 pretplatnika - 2.5.2020. *1000 pretplatnika - 15.5.2020. -500 000 pregleda - 24.5.2020. - 1 000 000 pregleda - 3.7.2020. *5000 pretplatnika - 11.10.2020. *10000 pretplatnika - 5.11.2020. - 5 000 000 pregleda - 5.12.2020. - 10 000 000 pregleda - 20.9.2021. *50000 pretplatnika - *100000 pretplatnika -"	2016-03-02T19:32:38Z		HR	6920279	25600	237
								
UCi-wA5tOhq291rOwbEoTIEw	"CRVENA JABUKA- CROREC OFFICIAL"		2017-09-12T11:04:34Z		HR	54017754	33900	307
UCLuEx7utejv90oguLjHSzJA	"Retfatlanta Records"	https://www.instagram.com/retfatlanta/	2017-08-24T12:47:19Z		HR	22583314	24100	57
UC-C7lTurGruCIq_RFtD9UAw	tWeOP		2016-10-29T09:57:35Z		HR	1931199	26300	133
UC2nb7x9pLvWQTiU4HG1yXUw	"Itz Razor"	"Idemo na tih 100k Jednom xd"	2015-06-20T23:31:49Z		HR	145481	21500	11
UCPCdAxwrjSAlkJGwPvKAuBw	"Me Det Zin II"	"ស្វាគមន៍មកកាន់ ឆានែល Me Det Zin II ខ្ញុំបង្កើតឆានែលនេះ គឺដើម្បីធ្វើវីដេអូ បទRemix និង បទសេដ៕ សង្ឃឹមថាអ្នកនឹងចូលរួមជាមួយខ្ញុំ! កុំភ្លេច Subscribe ដើម្បីបានបទចម្រៀងRemixថ្មីៗ! ជូនពរអោយជោគជ័យ ក្នុងជីវិត! ពីខ្ញុំបាទ វ៉ាន់ ណ្តេត Welcome To Me Det Zin II Channel​​ ! Hello everyone! Here is my official channel. Thanks, You Have A Nice Day! From Vann Det"	2019-01-14T05:00:27Z		HR	4364606	22500	16
UCt0qTDRm3XTyzcWSO6qo_bQ	Rega	Vlog	2011-08-23T18:08:23Z		HR	1411711	21700	108
UCatJYJDYSe0ha20vZJQJ4pQ	hylianensemble	"All song are for fun and recreational purposes only ( if not stated otherwise ). In fact, their are for practice and to learn how not to make music. No copyright infringement intended or done. Every song is free to use ( If not stated otherwise in the description box ). Patreon: https://www.patreon.com/hylianensemble Facebook profile: http://www.facebook.com/HylianEnsemble"	2011-02-19T04:08:48Z		HR	8401932	22200	69
UCeyssp0YYvS09L2woYGo-Bg	"Cedevita Brands"	"Prikaz video spotova i promotivnih kampanja Cedevita d.o.o."	2011-10-25T09:52:22Z		HR	44986442	21400	290
UCnnjB35KRzpFyMOToHsjWKg	KostMalen	"Pozdrav ekipa! Na mom kanalu možete pratiti gameplaye popularnih igara u svijetu online gaminga. Snimati ću klipove za League of Legends, Battlefield 4, Far Cry 4, Gta 5, WoW, Fifa, i mnoge druge igre :) Cilj kanala je zabava i nikada neću za sebe tvrditi da sam pro igrač u bilo kojoj igri. Ovo radim čisto iz zabave i kako bih to podijelio sa vama. Nadam se da će vam se svidjeti! Privatni Facebook: https://www.facebook.com/ivanegotriper email: kostmalen@gmail.com"	2015-01-19T02:40:36Z		HR	0	20900	0
UCStNsdc03Up5zTWpdq4zEbw	omnIii	"🔴Comment ❗️ 🔴Like ❗️ "	2013-08-03T10:30:13Z		HR	458100	22200	33
UC4JG42TbweU91qMMry1jwxw	Aspec	"Official channel of Aspec! Instagram: https://www.instagram.com/bela_jr/ Najcesca pitanja: Godine - 22 Ime - Vjeran Grad - Bjelovar Main PC specs: Graficka - nVidia RTX 2060 6 GB Procesor - Intel i7 9700x Rami - 16 GB Periferija: Slusalice - MSI GAMING IMERSE Mikrofon - Ice snowball blue Mis - Cooler Master C170 Tipkovnica - UVI GEAR"	2015-07-02T20:47:34Z		HR	1965252	21400	420
UCFh68ltYENjZiyk3soggkDQ	"Jan Ivanjek"	"Službeni kanal neovisnog hrvatskog vojnog analitičara Jana Ivanjeka. Pratite moj serijal Cro Ops za redovne analize oružanih snaga, borbenih sustava, sigurnosne i vojne tematike, te specijalnih, ekskluzivnih terenskih epizoda. Također me možete pratiti i na službenoj Facebook stranici: https://www.facebook.com/VojniAnaliticarJanIvanjek/"	2008-02-06T22:48:28Z		HR	7344124	23000	123
UCsvQ4Ur3Wy2O5cQAIWVeSeg	"Antonio Šimić"	"200 Subs - 16.3.2015 500 Subs - 21.5.2015 1000 Subs - 9.9.2015 2000 Subs - 29.12.2015 5000 Subs - 7.6.2016 10.000 Subs 30.10.2016 20.000 Subs 20.4.2017"	2014-08-28T19:13:34Z		HR	94280	20900	29
UCg6hbvNzJwlVzBNUDlTu9fA	"Ivan Tokić"	"Dobrodošli na moj YouTube kanal. Na kanalu prikazujem raznovrstan sadržaj. YouTube je mjesto gdje svatko može izraziti svoju kreativnost i baš iz tog razloga svu svoju energiju prikazujem kroz video sadržaj. Cilj mene kreatora je svojom maštom i ponekad glupim idejama izmamiti vama osmijeh na lice. YouTube nema granica tako da sve svoje osjećaje bili oni pozitivni ili negativni pretvaram u video sadržaj jer je YouTube mjesto gdje svatko može biti svoj. Vlasnik sam agencije za usluge digitalnog marketinga, promocije i propagande. Studiram digitalni marketing na Algebri. Na tiktoku sam 5. u Hrvatskoj po broju pratitelja. Usluge promocije sam radio za Huawei, Konzum, 24 sata, Orbit, Afroditu, A1, Hrvatski Telekom, Poli, Tower Center Rijeka, Galleria Business Center itd... SOCIAL MEDIA: -Instagram: ivantokic_official -TikTok: ivantokic_official -Snapchat: ivantokic69 -Facebook: Ivan Tokić PROMO VERSE j.d.o.o BUSINESS: promoverseagency@gmail.com Lijep pozdrav, Ivan Tokić"	2016-08-27T17:31:06Z		HR	839910	27900	83
UC3pytUSwwvUuiksKZ-EzfQQ	"Miletić Marin"	"Kao klinca vukli su me za kosu u školi i govorili mi ""Miletić, od tebe neće biti ništa u životu, zapamti to!"" Sva sreća pa se pitalo tu nešto i mene i Onoga koji me htjede. ovaj kanal je priča o mom životu i o svemu što radim, što živim i što jesam. pratite me na:"	2018-06-10T16:30:32Z		HR	7417024	38600	485
UCqaRnqvDF3EjiT3vS7-Itkg	"Iᴠᴀɴᴀ Kᴏᴠᴀč Oғғɪᴄɪᴀʟ"	"Iᴠᴀɴᴀ Kᴏᴠᴀč Oғғɪᴄɪᴀʟ Cʜᴀɴɴᴇʟ"	2011-11-29T13:54:55Z		HR	28113649	24700	87
UC-Efgb9tW9rwzOa1dGR5yeQ	Inder45	"Ja sam Inder45 i dobrodošli na moj kanal! Uglavnom snimam Brawl Stars, ali ponekad se pojave i druge igrice. Instagram: https://www.instagram.com/_inder45/?hl=hr Twitter: https://twitter.com/Inder_BS Business mail: tbozikov4@gmail.com"	2015-07-21T22:11:19Z		HR	2132288	19600	308
UC9A6xd17wrIhR1FnjE7879A	"Hladno Pivo TV+"	"Stvarnu pozadinu grupe otkrivamo u dalekoj 1983/84 i O.Š. Ada Prica u Stenjevcu - Zagreb, odnosno u njihovom tamburaškom orkestru gdje su Zok i Tedi imali prvi susret sa instrumentom srodnim obožavanoj gitari. Nekoliko stotina metara dalje u O.Š. Edvard Kardelj je išao mali rukometni Mozart teške kategorije zvani Suba, imao je devedesetak kila i tešku ruku, što će se pokazati presudnim za njegov kasniji glazbeni angažman (osim što je spavao u istoj sobi sa Zokom). Istovremeno, u Tuzli je živio dječak crne kovrčave kose i prilično problematičnog ponašanja, koji je savršeno govorio njemački zahvaljujući činjenici da se rodio u Njemačkoj. No, trebale su pune tri godine da bi se ova legendarna četvorka sastala i započela put popločen pivskim čepovima i zaliven bujicom hladnog napitka sa 3-8 % alkohola...vise na linku (dolje) http://www.hladnopivo.hr/about-us/"	2008-03-19T09:53:25Z		HR	23510460	22400	215
UCyGFZ2SQkAyOQllKcDESYeg	"Disney Queen"	"♥ My name is Lorena ♥ I'm 24 years old girl from Croatia ♥ I'm fluent in Croatian & English and able to understand some Spanish. ♥ I'm a big fan of Disney animated movies & series, I'm also a toy collector. ♥ My dream is to become a dubber or work for Disney in any way. ♥ On this channel you'll find songs & scenes from Disney movies & series in Croatian. I'm also making other kind of videos. Enjoy in my channel. Love ya all! :) ♥ •I don't own anything on this channel nor I have a profit from it, everything belongs to Disney & Pixar and other respectful owners.•"	2014-10-10T20:12:09Z		HR	17272590	22600	158
UCkAnkfLWm6ZHtL96HrgHtSg	zvjezd01		2007-10-02T09:32:50Z	en-GB	HR	46007948	21700	534
UC8trLmjW5OILi0yJQrGNJVA	"Bloger Krule"	"Satirični kanal na kojem možete vidjeti satirične video uradke (gle čuda!) na temu životne svakodnevice u Hrvatskoj. "	2019-11-20T00:21:09.408926Z		HR	2762818	24200	49
UCPL_CvxcO_FJV3r4WbshkSA	"Хорватия и Я"	"всем привет канал о Хорватии,природе,новостях, ручных работах, мк, путешествиях,природе и моей работе- валяние из шерсти и шелка (на https://www.facebook.com/olga.sarar ) Скоро новые видео от меня :)"	2011-09-28T15:53:33Z		HR	312883	19600	1279
UCV-BRkOREKihyQGMnwEZySA	CoolChannel4	"Comments, discussion and suggestions on official CoolChanne4 website http://www.coolchannel4.com/ https://www.facebook.com/coolchannel4"	2014-02-19T12:20:36Z		HR	11356170	20100	277
UC0iD2_BdZ08AFhXFhUpZsVw	"Parni Valjak"	"Parni valjak je jedan od najvećih, odnosno najpopularnijih zagrebačkih pop-rock sastava."	2013-02-17T18:11:25Z		HR	26475535	30200	53
UCfPgKkDa_Y_QGzZV6RjLVxw	"dm Hrvatska"	"Dragi fanovi, Drago nam je što ste posjetili naš YouTube kanal. Ovdje ćemo, kao i na Facebooku, komunicirati teme koje vas zanimaju poput babybonus emisija i videozapisa o zdravim navikama. dm je vodeći trgovački lanac proizvodima za ljepotu i zdravlje s visokim standardom usluge. Visok standard odnosa dm-a prema kupcu i djelatnicima prepoznat je od strane mnogih institucija i organizacija.​ ​Kako je čovjek, bez obzira radi li se o kupcu ili djelatniku, u središtu svega što činimo, molimo vas da se u komentarima drugim korisnicima obraćate s poštovanjem. Uvredljive i nezakonite komentare, kao i reklamne oglase od trećih strana, ćemo brisati. Zaštita naših fanova i djelatnika za nas je na prvom mjestu. "	2012-04-21T18:51:03Z		HR	18969140	22500	2917
UC8v3s07ss-IXfQD1Jan9LDA	"Ariana Fabric"		2013-05-03T20:12:43Z		HR	1589373	19300	61
								
UC1fHXWD_XUpCsm8A4gzAMuA	"Maradin Dario"	"Vloganje o svemu i ničemu! Klikni SUBSCRIBE jer ono...Besplatno je. Moraš voljeti besplatno :)"	2007-02-18T19:54:20Z		HR	2583735	19700	249
UCplBsIo7rM-wtUzhLBWKugg	Martin	"This channel is all about homemade tools and hopefully making a workshop that will only use shop-made tools. There will be actual projects and experiments as well but most of it will be about making your own tools. You'll see me do blacksmithing, woodworking, metal fabrication, leather work, machining and many other things in the future."	2014-05-02T20:45:38Z		HR	5231316	20000	22
UCIYoieCAcqFpAbvrDl4vw0A	"Tata Black"	"SUBSCRIBE! I’ll do my part to refine the world And make it a better place By being “me” to my capacity With each trial I have to face 100✔️ 500✔️ 1000✔️ 5000✔️ 10000✔️ 20000✔️ 50000"	2017-09-19T11:30:56Z		HR	457380	21000	140
UCeNsFSwexuQ9WcKtp9Rxl_w	"Ivo Jaric"	"MTB rider & guide & bike mechanic from Croatia"	2015-06-11T09:54:43Z		HR	4483069	26700	264
UCxEMJMSyxwAvg0fPO3lHOcw	"Matea Gabud"		2012-02-22T10:53:57Z		HR	170073	19300	16
UCnvfVQMLMvinPi7UqdbBEwA	"Dennis M"	"Wazuup & välkomna till min kanal! Jag följer bara min passion, mina mål och mina drömmar. Här dokumenterar jag min galna livsstil som många inte kan förstå sig på ;) Jag bor på min segelbåt i Kroatien & reser världen runt. Mer information om det hittar ni i mina videos. Jag hoppas att jag kan inspirera andra till att följa sin passion och kunna leva en annorlunda livsstil. Ha det bäst så länge!"	2016-05-02T21:41:57Z		HR	332556	18300	6
UCSd7t3UQnLX_bgwGh8GpJ6Q	"dexter punk"		2012-06-04T03:07:22Z		HR	18623988	22600	48
UCOVxXP-khCEv4bl7JVxP9AA	"Art Of Sound And Vision"	"Classical music videos, classical music concerts Concert Live Stream and filming. Various videos of Live recorded concerts. Offering Live video/ audio/photo recording for your live performances. Check my videos and contact me for inquiries. Thank you. Marko Pletikosa hd.video.art@gmail.com"	2010-09-15T14:39:37Z	en	HR	10810614	24400	543
UCAWctRYQuRLIO5ZmXwhFZGQ	"Radio Banovina"	"Službeni kanal Radio Televizije Banovine Jedna od najslušanijih radijskih postaja u Hrvatskoj i šire. Svakodnevnim programom od 0 do 24, uz širok glazbeni opus domaće zabavne i pop, narodne i folk, tamburaške i tradicionalne glazbe, pruža vam mnoštvo zanimljivih i korisnih informacija kroz svoj svakodnevni program te u dnevnim i tjednim emisijama. Naravno, tu je neizostavna ekipa RB-a koja je svojom duhovitošću, ali iznimnom profesionalnošću te slobodnim načinom uređivanja i vođenja programa privukla veliki broj slušatelja... i baš zato što nas slušaju svi - slušajte i VI ................................ ( GLEDAJU )................... :)"	2012-01-27T14:00:30Z		HR	6969796	20500	2360
UCvAcOOYGOTvVSCnbK10tzeQ	DinoNerds	"Hello DinoLovers! Welcome to my channel! Here you will find me playing survival games, giving news about them, reviewing and having fun! Games that are most interesting for me to play are: Beasts of Bermuda, The Isle, Path of Titans, Animal Revolt Battle Simulator and Day of Dragons! SUBSCRIBE ➡ https://www.youtube.com/channel/UCvAcOOYGOTvVSCnbK10tzeQ/featured Donations: https://streamlabs.com/bkgamer17/tip I love you all!"	2019-09-22T13:30:04Z		HR	2442416	18800	443
UC9k7yrMoTTa2AtfPbo2lWQg	woahscape	CFZ9XB	2012-01-26T17:37:36Z		HR	30025	18200	8
UCjTiZ9ebMJumhPMsciuevxg	Tribina	"Dobrodošli na službeni Youtube kanal Tribine. Naši video formati baziraju se prvenstveno oko nogometa, ali ponekad ubacimo malo košarke, tenisa, rukometa, am. nogometa, F1 i ostalih sportova. Mi nismo klasični sportski portal, mi smo zajednica sportskih analitičara i ljubitelja sporta! Naše analize podupiremo raznim podacima, no uvijek ste pozvani opovrgnuti naše teze u komentarima i dokazati nam da smo u krivu ! Pretplatite se na naš kanal i postanite dio naše Tribina zajednice !"	2016-05-19T07:53:22Z		HR	6020491	21000	734
UCYHA0Hl3-TRk1p1BZi_tEjQ	"Ganga Beats "	"www.gangabeats.com producer. "	2014-08-02T20:17:53Z		DE	4005121	19600	311
UCLZRcJZPkeZFTKFdZTzaCbQ	"Mladen 365"	"On my channel you will see lot of interesting Diy projects,amaizing machines,briquette presses,all you need in everyday life,from solar trackers,panel mount,best sawdust stove,briquettes,working peltier generator,very cool stuff,join to my channel,subscribe and you will not regret join ADREV partnership using this link http://talent.adrev.net/?r=4103 and get pay for videos you upload "	2008-02-05T22:57:37Z		HR	11546173	19700	540
